Section,Row,Index
0011,GENERAL RISK.,1083
0012,"Derivatives
Derivatives included in the calculation of interest rate risk of trading book positions, taking into account Articles 328 to 331 CRR, where applicable.",1084
0013,"Other assets and liabilities
Instruments other than derivatives included in the calculation of interest rate risk of trading book positions.",1085
0020-0200,"MATURITY BASED APPROACH
Positions in traded debt instruments subject to the maturity-based approach  referred to in paragraphs 1 to 8 of Article 339 CRR and the corresponding own funds requirements calculated in accordance with Article 339(9) CRR. The position shall be split by zones 1, 2 and 3 and those zones shall be split by the maturity of the instruments.",1086
0210-0240,"GENERAL RISK. DURATION BASED APPROACH
Positions in traded debt instruments subject to the duration-based approach referred to in paragraphs 1 to 6 of Article 340 CRR and the corresponding own funds requirements calculated in accordance with Article 340(7) CRR. The position shall be split by zones 1, 2 and 3.",1087
0250,"SPECIFIC RISK
Sum of amounts reported in rows 0251, 0325 and 0330. 
Positions in traded debt instruments subject to the specific risk capital requirements and their corresponding capital requirements in accordance with point (b) of Article 92(3) and Article 335, paragraphs 1, 2 and 3 of Article 336 and Articles 337 and 338 CRR. Be also aware of the last sentence in Article 327(1) CRR.",1088
0251-0321,"Own funds requirement for non-securitisation debt instruments
Sum of the amounts reported in rows 260 to 321.
The own funds requirement of the n-th to default credit derivatives which are not rated externally shall be calculated by summing up the risk weights of the reference entities (point (e) of Article 332(1) CRR and the second subparagraph of Article 332(1) CRR – “look-through”). N-th-to-default credit derivatives which are rated externally (the third subparagraph of Article 332(1) CRR) shall be reported separately in line 321. 
Reporting of positions subject to Article 336(3) CRR: There is a special treatment for bonds which qualify for a 10% risk weight in the banking book in accordance with Article 129(3) CRR (covered bonds). The specific own funds requirements shall be half of the percentage of the second category referred to in Table 1 of Article 336 CRR. Those positions have to be assigned to rows 0280-0300 in accordance with the residual term to final maturity.
Where the general risk of interest rate positions is hedged by a credit derivative, Articles 346 and 347 CRR shall be applied.",1089
0325,"Own funds requirement for securitisation instruments
Total own funds requirements reported in column 0601 of template MKR SA SEC. Those total own funds requirements shall only be reported on Total level of the MKR SA TDI.",1090
0330,"Own funds requirement for the correlation trading portfolio
Total own funds requirements reported in column 0450 of template MKR SA CTP. Those total own funds requirements shall only be reported on Total level of the MKR SA TDI.",1091
0350-0390,"ADDITIONAL REQUIREMENTS FOR OPTIONS (NON-DELTA RISKS) 
Article 329(3) CRR.
The additional requirements for options related to non-delta risks shall be reported broken down by the method used for their calculation.",1092
0010-0020,"ALL POSITIONS (LONG AND SHORT)
Article 102 and Article 105(1) CRR in conjunction with Article 337 CRR (securitisation positions). Regarding the distinction between Long and Short positions, also applicable to those gross positions, see Article 328(2) CRR.",1093
0030-0040,"(-) POSITIONS DEDUCTED FROM OWN FUNDS (LONG AND SHORT)
Point (b) of Article 244(1), point (b) of Article 245(1) and Article 253 CRR",1094
0050-0060,"NET POSITIONS (LONG AND SHORT)
Articles 327, 328, 329 and 334 CRR. Regarding the distinction between long and short positions, see Article 328(2) CRR.",1095
0061-0104,"BREAKDOWN OF THE NET POSITIONS BY RISK WEIGHTS
Articles 259 to 262, Tables 1 and 2 of Article 263, Tables 3 and 4 of Article 264 and Article 266 CRR. 
The breakdown shall be done separately for long and short positions.",1096
0402-0406,"BREAKDOWN OF THE NET POSITIONS BY APPROACHES
Article 254 CRR",1097
0402,"SEC-IRBA
Article 259 and 260 CRR",1098
0403,"SEC-SA
Article 261 and 262 CRR",1099
0404,"SEC-ERBA
Article 263 and 264 CRR",1100
0405,"INTERNAL ASSESSMENT APPROACH
Articles 254 and 265 CRR and Article 266(5) CRR.",1101
0406,"OTHER (RW=1 250%)
Article 254(7) CRR",1102
0530-0540,"OVERALL EFFECT (ADJUSTMENT) DUE TO INFRINGEMENT OF CHAPTER 2 OF REGULATION (EU) 2017/2402
Article 270a CRR",1103
0570,"BEFORE CAP 
Article 337 CRR, without taking into account the discretion of Article 335 CRR which allows an institution to cap the product of the weight and the net position at the maximum possible default-risk related loss.",1104
0601,"AFTER CAP / TOTAL OWN FUND REQUIREMENTS 
Article 337 CRR, taking into account the discretion of Article 335 CRR.",1105
0010,"TOTAL EXPOSURES
Total amount of outstanding securitisations and re-securitisations (held in the trading book) reported by the institution playing the role/s of originator or investor or sponsor.",1106
"0040, 0070 and 0100","SECURITISATION POSITIONS
Point (62) of Article 4(1) CRR.",1107
"0020, 0050, 0080 and 0110","RE-SECURITISATIONS POSITIONS
Point (64) of Article 4(1) CRR",1108
"0041, 0071 and 0101","OF WHICH: QUALIFYING FOR DIFFERENTIATED CAPITAL TREATMENT
Total amount of securitisation positions which fulfil the criteria of Article 243 CRR or Article 270 CRR and therefore qualify for differentiated capital treatment.",1109
0030-0050,"ORIGINATOR
Point (13) of Article 4(1) CRR",1110
0060-0080,"INVESTOR
Credit institution that holds a securitisation positions in a securitisation transaction for which it is neither originator, sponsor nor original lender.",1111
0090-0110,"SPONSOR
Point (14) of Article 4(1) CRR. 
A sponsor that also securitises its own assets shall fill in the originator's rows with the information regarding its own securitised assets.",1112
0010-0020,"ALL POSITIONS (LONG AND SHORT)
Article 102 and Article 105(1) CRR in conjunction paragraphs (2) and (3) of Article 338 CRR (positions assigned to the Correlation Trading Portfolio)
Regarding the distinction between long and short positions, also applicable to those gross positions, see Article 328(2) CRR.",1113
0030-0040,"(-) POSITIONS DEDUCTED FROM OWN FUNDS (LONG AND SHORT)
Article 253 CRR",1114
0050-0060,"NET POSITIONS (LONG AND SHORT)
Articles 327, 328, 329 and 334 CRR 
Regarding the distinction between long and short positions, see Article 328(2) CRR.",1115
0071-0097,"BREAKDOWN OF THE NET POSITIONS BY RISK WEIGHTS
Articles 259 to 262, Tables 1 and 2 of Article 263, Tables 3 and 4 of Article 264 and Article 266 CRR",1116
0402-0406,"BREAKDOWN OF THE NET POSITIONS BY APPROACHES
Article 254 CRR",1117
0402,"SEC-IRBA
Articles 259 and 260 CRR",1118
0403,"SEC-SA
Articles 261 and 262 CRR",1119
0404,"SEC-ERBA
Articles 263 and 264 CRR",1120
0405,"INTERNAL ASSESSMENT APPROACH
Articles 254 and 265 and Article 266(5) CRR.",1121
0406,"OTHER (RW=1 250%)
Article 254(7) CRR",1122
0410-0420,"BEFORE CAP - WEIGHTED NET LONG / SHORT POSITIONS
Article 338 CRR, without taking into account the discretion of Article 335 CRR",1123
0430-0440,"AFTER CAP - WEIGHTED NET LONG / SHORT POSITIONS
Article 338 CRR, taking into account the discretion of Article 335 CRR",1124
0450,"TOTAL OWN FUNDS REQUIREMENTS
The own funds requirement is determined as the larger of either (i) the specific risk charge that would apply just to the net long positions (column 0430) or (ii) the specific risk charge that would apply just to the net short positions (column 0440).",1125
0010,"TOTAL EXPOSURES
Total amount of outstanding positions (held in the correlation trading portfolio) reported by the institution playing the role/s of originator, investor or sponsor.",1126
0020-0040,"ORIGINATOR
Point (13) of Article 4(1) CRR",1127
0050-0070,"INVESTOR
Credit institution that holds a securitisation positions in a securitisation transaction for which it is neither originator, sponsor nor original lender",1128
0080-0100,"SPONSOR
Point (14) of Article 4(1) CRR 
A sponsor that also securitises its own assets shall fill in the originator's rows with the information regarding its own securitised assets.",1129
"0030, 0060 and 0090","SECURITISATION POSITIONS
The correlation trading portfolio shall comprise securitisations, n-th-to-default credit derivatives and possibly other hedging positions that meet the criteria set out in paragraphs 2 and 3 of Article 338 CRR.
Derivatives of securitisation exposures that provide a pro-rata share as well as positions hedging CTP positions shall be included in row 'Other CTP positions'.",1130
0110,"N-TH-TO-DEFAULT CREDIT DERIVATIVES
N-th to default credit derivatives that are hedged by n-th-to-default credit derivatives in accordance with Article 347 CRR shall both be reported here.
The positions originator, investor and sponsor do not fit for n-th to default credit derivatives. As a consequence, the breakdown as for securitisation positions cannot be provided for n-th to default credit derivatives.",1131
"0040, 0070, 0100 and 0120","OTHER CTP POSITIONS
The following positions are included: 
	Derivatives of securitisation exposures that provide a pro-rata share, as well as positions hedging CTP positions;
	CTP positions hedged by credit derivatives in accordance with Article 346 CRR;
	Other positions that satisfy Article 338(3) CRR.",1132
0010-0020,"ALL POSITIONS (LONG AND SHORT)
Article 102 and Article 105(1) CRR. 
These are gross positions not netted by instruments but excluding underwriting positions subscribed or sub-underwritten by third parties as referred to in the second sentence of the first subparagraph of Article 345(1) CRR.",1133
0030-0040,"NET POSITIONS (LONG AND SHORT)
Articles 327, 329, 332, 341 and 345 CRR.",1134
0050,"POSITIONS SUBJECT TO CAPITAL CHARGE
Those net positions that, in accordance with the different approaches considered in Chapter 2 of Title IV of Part Three CRR receive a capital charge. The capital charge has to be calculated for each national market separately. Positions in stock-index futures as referred to in the second sentence of Article 344(4) CRR shall not be included in this column.",1135
0060,"OWN FUNDS REQUIREMENTS
The own funds requirement in accordance with Chapter 2 of Title IV of Part Three CRR for any relevant position",1136
0070,"TOTAL RISK EXPOSURE AMOUNT
Point (b) of Article 92(4) CRR. 
Result of the multiplication of the own funds requirements by 12,5.",1137
0010-0130,"EQUITIES IN TRADING BOOK
Own funds requirements for position risk as referred to in point (b)(i) of Article 92(3) CRR and Section 3 of Chapter 2 of Title IV of Part Three CRR.",1138
0020-0040,"GENERAL RISK
Positions in equities subject to general risk (Article 343 CRR) and their correspondent own funds requirement in accordance with Section 3 of Chapter 2 of Title IV of Part Three CRR
Both breakdowns (rows 0021/0022 as well as rows 0030/0040) are a breakdown related to all positions subject to general risk.
Rows 0021 and 0022 request information on the breakdown by instruments. 
Only the breakdown in rows 0030 and 0040 shall be used as a basis for the calculation of own funds requirements.",1139
0021,"Derivatives
Derivatives included in the calculation of equity risk of trading book positions taking into account Articles 329 and 332 CRR, where applicable",1140
0022,"Other assets and liabilities
Instruments other than derivatives included in the calculation of equity risk of trading book positions.",1141
0030,"Exchange traded stock-index futures broadly diversified and subject to a particular approach
Exchange traded stock-index futures broadly diversified and subject to a particular approach in accordance with Commission Implementing Regulation (EU) No 945/2014
Those positions shall be only subject to general risk and, accordingly, must not be reported in row 0050.",1142
0040,"Other equities than exchange traded stock-index futures broadly diversified
Other positions in equities subject to specific risk as well as the correspondent own funds requirements in accordance with Article 343 CRR, including positions in stock index futures treated in accordance with Article 344(3) CRR",1143
0050,"SPECIFIC RISK
Positions in equities subject to specific risk and the correspondent own funds requirement in accordance with Article 342 CRR, excluding positions in stock-index futures treated in accordance with the second sentence of Article 344(4) CRR",1144
0090-0130,"ADDITIONAL REQUIREMENTS FOR OPTIONS (NON-DELTA RISKS)
Paragraphs 2 and 3 of Article 329 CRR 
The additional requirements for options related to non-delta risks shall be reported in the method used for its calculation.",1145
0020-0030,"ALL POSITIONS (LONG AND SHORT)

Gross positions due to assets, amounts to be received and similar items referred to in Article 352(1) CRR
In accordance with Article 352(2) CRR and subject to permission from competent authorities, positions taken to hedge against the adverse effect of the exchange rate on their ratios in accordance with Article 92(1) CRR and positions related to items that are already deducted in the calculation of own funds shall not be reported.",1146
0040-0050,"NET POSITIONS (LONG AND SHORT)

Article 352(3), the first two sentences of Article 352(4), and Article 353 CRR
The net positions are calculated by each currency in accordance with Article 352 (1) CRR. Consequently, both long and short positions may be reported at the same time.",1147
0060-0080,"POSITIONS SUBJECT TO CAPITAL CHARGE

The third sentence of Article 352(4) and Articles 353 and 354 CRR",1148
0060-0070,"POSITIONS SUBJECT TO CAPITAL CHARGE (LONG AND SHORT)
The long and short net positions for each currency shall be calculated by deducting the total of short positions from the total of long positions.
Long net positions for each operation in a currency shall be added to obtain the long net position in that currency.
Short net positions for each operation in a currency shall be added to obtain the short net position in that currency.
Unmatched positions in non-reporting currencies shall be added to positions subject to capital charges for other currencies (row 030) in column 060 or 070, depending on their short or long arrangement.",1149
0080,"POSITIONS SUBJECT TO CAPITAL CHARGE (MATCHED)

Matched positions for closely correlated currencies.",1150
0090,"OWN FUNDS REQUIREMENTS

The capital charge for any relevant position in accordance with Chapter 3 of Title IV of Part Three CRR",1151
0100,"TOTAL RISK EXPOSURE AMOUNT

Point (b) of Article 92(4) CRR.
Result of the multiplication of the own funds requirements by 12,5.",1152
0010,"TOTAL POSITIONS

All positions in non-reporting currencies and those positions in the reporting currency that are considered for the purposes of Article 354 CRR as well as their correspondent own funds requirements for the foreign-exchange risk referred to in point (c)(i) of Article 92(3), taking into account paragraphs 2 and 4 of Article 352 CRR (for conversion into the reporting currency).",1153
0020,"CURRENCIES CLOSELY CORRELATED

Positions and their correspondent own funds requirements for closely correlated currencies as referred to in Article 354 CRR.",1154
0025,"Currencies closely correlated: of which: reporting currency

Positions in the reporting currency which contribute to the calculation of the capital requirements in accordance with Article 354 CRR.",1155
0030,"ALL OTHER CURRENCIES (including CIU´s treated as different currencies)

Positions and their correspondent own funds requirements for currencies subject to the general procedure referred to in Article 351 and paragraphs 2 and 4 of Article 352 CRR.

Reporting of CIU´s treated as separate currencies in accordance with Article 353 CRR:
There are two different treatments of CIUs treated as separate currencies for calculating the capital requirements:
1.	The modified gold method, where the direction of the CIUs investment is not available (those CIUs shall be added to an institution’s overall net foreign-exchange position);
2.	Where the direction of the CIU´s investment is available, those CIUs shall be added to the total open foreign exchange position (long or short, depending on the direction of the CIU).
The reporting of those CIU´s shall follow the calculation of the capital requirements.",1156
0040,"GOLD

Positions and their correspondent own funds requirements for currencies subject to the general procedure referred to in Article 351 and paragraphs 2 and 4 of Article 352 CRR",1157
0050 - 0090,"ADDITIONAL REQUIREMENTS FOR OPTIONS (NON-DELTA RISKS)
Paragraphs 5 and 6 of Article 352 CRR 

The additional requirements for options related to non-delta risks shall be reported broken down by the method used for their calculation.",1158
0100-0120,"Breakdown of total positions (reporting currency included) by exposure types

Total positions shall be broken down into derivatives, other assets and liabilities, and off-balance sheet items.",1159
0100,"Other assets and liabilities other than off-balance sheet items and derivatives

Positions not included in row 0110 or 0120 shall be included here.",1160
0110,"Off-balance sheet items

Items within the scope of Article 352 CRR, irrespective of the currency of denomination, which are included in Annex I to CRR, except those included as Securities Financing Transactions & Long Settlement Transactions or from Contractual Cross Product Netting.",1161
0120,"Derivatives

Positions valued in accordance with Article 352 CRR.",1162
0130-0480,"MEMORANDUM ITEMS : CURRENCY POSITIONS

The memorandum items of the template shall be filled in separately for all currencies of the member states of the Union, GBP, USD, CHF, JPY, RUB, TRY, AUD, CAD, RSD, ALL, UAH, MKD, EGP, ARS, BRL, MXN, HKD, ICK, TWD, NZD, NOK, SGD, KRW, CNY and all other currencies.",1163
0010-0020,"All POSITIONS (LONG AND SHORT)

Gross long/short positions considered positions in the same commodity in accordance with Article 357(4) CRR (see also Article 359(1) CRR)",1164
0030-0040,"NET POSITIONS (LONG AND SHORT)

As defined in Article 357(3) CRR",1165
0050,"POSITIONS SUBJECT TO CAPITAL CHARGE

Those net positions that, in accordance with the different approaches considered in Chapter 4 of Title IV of Part Three CRR receive a capital charge.",1166
0060,"OWN FUNDS REQUIREMENTS

The own funds requirement calculated in accordance with Chapter 4 of Title IV of Part Three CRR for any relevant position",1167
0070,"TOTAL RISK EXPOSURE AMOUNT

Point (b) of Article 92(4) CRR. 
Result of the multiplication of the own funds requirements by 12,5",1168
0010,"TOTAL POSITIONS IN COMMODITIES

Positions in commodities and their correspondent own funds requirements for market risk calculated in accordance with point (c)(iii) of Article 92(3) CRR and Chapter 4 of Title IV of Part Three CRR",1169
0020-0060,"POSITIONS BY CATEGORY OF COMMODITY

For reporting purposes, commodities shall be grouped in the four groups of commodities referred to in Table 2 of Article 361 CRR.",1170
0070,"MATURITY LADDER APPROACH

Positions in commodities subject to the maturity ladder approach referred to in Article 359 CRR",1171
0080,"EXTENDED MATURITY LADDER APPROACH

Positions in commodities subject to the extended maturity ladder approach referred to in Article 361 CRR",1172
0090,"SIMPLIFIED APPROACH

Positions in commodities subject to the simplified approach  referred to in Article 360 CRR",1173
0100-0140,"ADDITIONAL REQUIREMENTS FOR OPTIONS (NON-DELTA RISKS)
Article 358(4) CRR 
The additional requirements for options related to non-delta risks shall be reported in the method used for its calculation.",1174
0030-0040,"Value at Risk (VaR)
VaR means the maximum potential loss that would result from a price change with a given probability over a specific time horizon.",1175
0030,"Multiplication factor (mc) x Average of previous 60 working days VaR (VaRavg)

Point (a)(ii) of Article 364(1) and Article 365(1) CRR",1176
0040,"Previous day VaR (VaRt-1)

Point (a)(i) of Article 364(1) and Article 365(1) CRR",1177
0050-0060,"Stressed VaR

Stressed VaR means the maximum potential loss that would result from a price change with a given probability over a specific time horizon obtained by using input calibrated to historical data from a continuous 12-months period of financial stress relevant to the institution’s portfolio.",1178
0050,"Multiplication factor (ms) x Average of previous 60 working days (SVaRavg)

Point (b)(ii) of Article 364(1) and Article 365(1) CRR",1179
0060,"Latest available (SVaRt-1)

Point (b)(i) of Article 364(1) and Article 365(1) CRR",1180
0070-0080,"INCREMENTAL DEFAULT AND MIGRATION RISK CAPITAL CHARGE
Incremental default and migration risk capital charge means the maximum potential loss that would result from a price change linked to default and migration risks calculated in accordance with point (b) of Article 364(2) in conjunction with Section 4 of Chapter 5 of Title IV of Part Three CRR.",1181
0070,"12 weeks average measure

Point (b)(ii) of Article 364(2) in conjunction with Section 4 of Chapter 5 of Title IV of Part Three CRR",1182
0080,"Last Measure

Point (b)(i) of Article 364(2) in conjunction with Section 4 of Chapter 5 of Title IV of Part Three CRR",1183
0090-0110,ALL PRICE RISKS CAPITAL CHARGE FOR CTP,1184
0090,"FLOOR
Point (c) of Article 364(3) CRR
= 8% of the capital charge that would be calculated in accordance with Article 338(1) CRR for all positions in the ‘all price risks’ capital charge.",1185
0100-0110,"12 WEEKS AVERAGE MEASURE AND LAST MEASURE
Point (b) of Article 364(3) CRR",1186
0110,"LAST MEASURE
Point (a) of Article 364(3) CRR",1187
0120,"OWN FUNDS REQUIREMENTS
Own funds requirements as referred to in Article 364 CRR of all risk factors, taking into account correlation effects, where applicable, plus incremental default and migration risk and all price of risks for CTP, but excluding the Securitization capital charges for Securitization and nth-to-default credit derivative according to Article 364(2) CRR",1188
0130,"TOTAL RISK EXPOSURE AMOUNT

Point (b) of Article 92(4) CRR. 
Result of the multiplication of the own funds requirements by 12.5",1189
0140,"Number of overshootings (during previous 250 working days)
Referred to in Article 366 CRR
The number of overshootings based on which the addend is determined shall be reported. Where institutions are permitted to exclude certain overshootings from the calculation of the addend in accordance with Article 500c CRR, the number of overshootings reported in this column shall be net of those excluded overshootings.",1190
0150-0160,"VaR Multiplication Factor (mc) and SVaR Multiplication Factor (ms)
As referred to in Article 366 CRR
The multiplication factors effectively applicable for the calculation of own funds requirements shall be reported; where applicable, after application of Article 500c CRR.",1191
0170-0180,"ASSUMED CHARGE FOR CTP FLOOR - WEIGHTED NET LONG/ SHORT POSITIONS AFTER CAP
The amount reported and serving as the basis to calculate the floor capital charge for all price risks in accordance with point (c) of Article 364(3) CRR, taking into account the discretion of Article 335 CRR which stipulates that the institution may cap the product of the weight and the net position at the maximum possible default-risk related loss.",1192
0010,"TOTAL POSITIONS

Corresponds to the part of position, foreign exchange and commodities risk referred to in Article 363(1) CRR linked to the risk factors specified in Article 367(2) CRR.
Concerning the columns 0030 to 0060 (VAR and Stress-VAR), the figures in the total row are not equal to the decomposition of the figures for the VaR/Stress-VaR of the relevant risk components.",1193
0020,"TRADED DEBT INSTRUMENTS
Corresponds to the part of position risk referred to in Article 363(1) CRR, linked to the interest rates risk factors specified in point (a) of Article 367(2) CRR.",1194
0030,"TDI – GENERAL RISK
General risk component as referred to in Article 362 CRR",1195
0040,"TDI – SPECIFIC RISK

Specific risk component as referred to in Article 362 CRR",1196
0050,"EQUITIES

Corresponds to the part of position risk referred to in Article 363(1) CRR linked to the equity risk factors as specified in point (c) of Article 367(2) CRR.",1197
0060,"EQUITIES – GENERAL RISK
General risk component as referred to in Article 362 CRR",1198
0070,"EQUITIES – SPECIFIC RISK
Specific risk component as referred to in Article 362 CRR",1199
0080,"FOREIGN EXCHANGE RISK
Articles 363(1) and point (b) of Article 367(2) CRR",1200
0090,"COMMODITY RISK
Articles 363(1) and point (d) of Article 367(2) CRR",1201
0100,"TOTAL AMOUNT FOR GENERAL RISK

Market risk caused by general market movements of traded debt instruments, equities, foreign exchange and commodities. VaR for general risk of all risk factors (taking into account correlation effects where applicable)",1202
0110,"TOTAL AMOUNT FOR SPECIFIC RISK
Specific risk component of traded debt instruments and equities. VaR for specific risk of equities and traded debt instruments of trading book (taking into account correlation effects where applicable)",1203
0010,"Exposure value 
Article 271 CRR in conjunction with Article 382 CRR.
Total EAD from all transactions subject to CVA charge.",1204
0020,"Of which: OTC derivatives 
Article 271 CRR in conjunction with Article 382(1) CRR.
The part of the total counterparty credit risk exposure solely due to OTC derivatives. The information is not required from IMM institutions holding OTC derivatives and SFTs in the same netting set.",1205
0030,"Of which: SFT 
Article 271 CRR in conjunction with Article 382(2) CRR
The part of the total counterparty credit risk exposure solely due to SFT derivatives. The information is not required from IMM institutions holding OTC derivatives and SFTs in the same netting set.",1206
0040,"MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg)
Article 383 CRR in conjunction with point (d) of Article 363(1) CRR. 
VaR calculation based on internal models for market risk",1207
0050,"PREVIOUS DAY (VaRt-1)
See instructions for column 0040.",1208
0060,"MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg)
See instructions for column 0040",1209
0070,"LATEST AVAILABLE (SVaRt-1)
See instructions for column 0040",1210
0080,"OWN FUNDS REQUIREMENTS
Point (d) of Article 92(3) CRR. 
Own funds requirements for CVA Risk calculated via the chosen method.",1211
0090,"TOTAL RISK EXPOSURE AMOUNT
Point (b) of Article 92(4) CRR.
Own funds requirements multiplied by 12.5.",1212
,Memorandum items,1213
0100,"Number of counterparties
Article 382 CRR
Number of counterparties included in calculation of own funds for CVA risk.
Counterparties are a subset of obligors. They only exist in case of derivatives transactions or SFTs where they are the other contracting party.",1214
0110,"Of which: proxy was used to determine credit spread
Number of counterparties where the credit spread was determined using a proxy instead of directly observed market data.",1215
0120,"INCURRED CVA
Accounting provisions due to decreased credit worthiness of derivatives counterparties.",1216
0130,"SINGLE NAME CDS
Point (a) of Article 386(1) CRR 
Total notional amounts of single name CDS used as hedge for CVA risk.",1217
0140,"INDEX CDS
Point (b) of Article 386(1) CRR
Total notional amounts of index CDS used as hedge for CVA risk.",1218
0010,"CVA risk total
Sum of rows 0020-0040",1219
0020,"Advanced method
Advanced CVA risk method as prescribed by Article 383 CRR",1220
0030,"Standardised method
Standardised CVA risk method as prescribed by Article 384 CRR",1221
0040,"Based on OEM
Amounts subject to the application of Article 385 CRR",1222
0010,"FAIR-VALUED ASSETS AND LIABILITIES
Absolute value of fair-valued assets and liabilities, as stated in the financial statements under the applicable accounting framework, as referred to in Article 4(1) of Delegated Regulation (EU) 2016/101, before any exclusion in accordance with Article 4(2) of Delegated Regulation (EU) 2016/101.",1223
0020,"OF WHICH: trading book
Absolute value of fair-valued assets and liabilities, as reported in 010, corresponding to positions held in the trading book.",1224
0030-0070,"FAIR-VALUED ASSETS AND LIABILITIES EXCLUDED BECAUSE OF PARTIAL IMPACT ON CET1
Absolute value of fair-valued assets and liabilities excluded in accordance with Article 4(2) of Delegated Regulation (EU) 2016/101.",1225
0030,"Exactly matching
Exactly matching, offsetting fair-valued assets and liabilities excluded in accordance with Article 4(2) of Delegated Regulation (EU) 2016/101.",1226
0040,"Hedge accounting
For positions subject to hedge accounting under the applicable accounting framework, absolute value of fair-valued assets and liabilities excluded in proportion to the impact of the relevant valuation change on CET1 capital in accordance with Article 4(2) of Delegated Regulation (EU) 2016/101.",1227
0050,"PRUDENTIAL Filters 
Absolute value of fair-valued assets and liabilities excluded in accordance with Article 4(2) of Delegated Regulation (EU) 2016/101 due to the transitional application of the prudential filters referred to in Articles 467 and 468 CRR.",1228
0060,"Other
Any other positions excluded in accordance with Article 4(2) of Delegated Regulation (EU) 2016/101 due to adjustments to their accounting value having only a proportional effect on CET1 capital.
This row shall only be populated in rare cases where elements excluded in accordance with Article 4(2) of Delegated Regulation (EU) 2016/101 cannot be assigned to columns 0030, 0040 or 0050 of this template.",1229
0070,"Comment for other 
The main reasons why the positions reported in column 0060 were excluded shall be provided.",1230
0080,"FAIR-VALUED Assets and Liabilities included in ARTICLE 4(1) threshold
Absolute value of fair-valued assets and liabilities actually included in the threshold computation in accordance with Article 4(1) of Delegated Regulation (EU) 2016/101.",1231
0090,"OF WHICH: trading book
Absolute value of fair-valued assets and liabilities, as reported in column 0080, corresponding to positions held in the trading book.",1232
0010 – 0210,The definitions of these categories shall match those of the corresponding rows of FINREP templates 1.1 and 1.2.,1233
0010,"1 TOTAL FAIR-VALUED ASSETS AND LIABILITIES
Total of fair-valued assets and liabilities reported in rows 0020 to 0210.",1234
0020,"1.1 TOTAL FAIR-VALUED ASSETS
Total of fair-valued assets reported in rows 0030 to 0140. 
Relevant cells of rows 0030 to 0130 shall be reported in line with FINREP template F 01.01 of Annexes III and IV to this Implementing Regulation, depending on the institution’s applicable standards:
IFRS as endorsed by the Union in application of Regulation (EC) No 1606/2002 of the European Parliament and of the Council (‘EU IFRS’);
National accounting standards compatible with EU IFRS (‘National GAAP compatible IFRS’); or
National GAAP based on BAD (FINREP ‘National GAAP based on BAD’).",1235
0030,"1.1.1 FINANCIAL ASSETS HELD FOR TRADING
IFRS 9.Appendix A.
The information reported in this row shall correspond to row 0050 of template F 01.01 of Annexes III and IV to this Implementing Regulation.",1236
0040,"1.1.2 TRADING FINANCIAL ASSETS
Articles 32 and 33 BAD; Part 1.17 of Annex V to this Implementing Regulation 
The information reported in this row shall correspond to assets measured at fair value that are included in the value reported in row 0091 of template F 01.01 of Annexes III and IV to this Implementing Regulation.",1237
0050,"1.1.3 NON-TRADING FINANCIAL ASSETS MANDATORILY AT FAIR VALUE THROUGH PROFIT OR LOSS 
IFRS 7.8(a)(ii); IFRS 9.4.1.4. 
The information reported in this row shall correspond to row 0096 of template F 01.01 of Annexes III and IV to this Implementing Regulation.",1238
0060,"1.1.4 FINANCIAL ASSETS DESIGNATED AT FAIR VALUE THROUGH PROFIT OR LOSS
IFRS 7.8(a)(i); IFRS 9.4.1.5; point (a) of Article 8(1) and Article 8(6) AD
The information reported in this row shall correspond to row 0100 of template F 01.01 of Annexes III and IV to this Implementing Regulation.",1239
0070,"1.1.5  FINANCIAL ASSETS AT FAIR VALUE THROUGH OTHER COMPREHENSIVE INCOME
IFRS 7.8(h); IFRS 9.4.1.2A.
The information reported in this row shall correspond to row 0141 of template F 01.01 of Annexes III and IV to this Implementing Regulation.",1240
0080,"1.1.6 NON-TRADING NON-DERIVATIVE FINANCIAL ASSETS MEASURED AT FAIR VALUE THROUGH PROFIT OR LOSS
Article 36(2) BADThe information reported in this row shall correspond to row 0171 of template F 01.01 of Annexes III and IV to this Implementing Regulation.",1241
0090,"1.1.7 NON-TRADING NON-DERIVATIVE FINANCIAL ASSETS MEASURED AT FAIR VALUE TO EQUITY
Point (a) of Article 8(1) and Article 8(8) AD 
The information reported in this row shall correspond to row 0175 of template F 01.01 of Annexes III and IV to this Implementing Regulation.",1242
0100,"1.1.8 OTHER NON-TRADING NON-DERIVATIVE FINANCIAL ASSETS
Article 37 BAD; Article 12(7) AD; Part 1.20 of Annex V to this Implementing Regulation
The information reported in this row shall correspond to assets measured at fair value that are included in the value reported in row 0234 of template F 01.01 of Annexes III and IV to this Implementing Regulation.",1243
0110,"1.1.9 DERIVATIVES - HEDGE ACCOUNTING
IFRS 9.6.2.1; Part 1.22 of Annex V to this Implementing Regulation; point (a) of Article 8(1) and paragraphs 6 and 8 of Article 8 AD; IAS 39.9
The information reported in this row shall correspond to row 0240 of template F 01.01 of Annexes III and IV to this Implementing Regulation.",1244
